Site Name,Plot #,Crop,Treatment,Date Soil Sample Collected,NO3 Analysis,NO3,pH,Notes,SRadiation,Prec,WD,WS,AT,RH ,WC,ST,mRH,Lat,Lon
Reedsville,1,Switchgrass,Control,10/28/2021,10/29/2021,0.579,4.58,"easily broken up, few roots and leaves",143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8079,39.50496
Reedsville,2,Switchgrass,Fertilizer,10/28/2021,10/29/2021,0.5235,4.5,"easily broken up, few roots and leaves",143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8098,39.50596
Reedsville,3,Switchgrass,BioChar + Fertilizer,10/28/2021,10/29/2021,0.5055,4.6,"easily broken up, few roots and leaves",143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8086,39.50549
Reedsville,13,Willow,Fertilizer,10/28/2021,10/29/2021,0.657,4.07,"easily broken up, few roots and leaves",143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8083,39.50526
Reedsville,14,Willow,BioChar + Fertilizer,10/28/2021,10/29/2021,0.6425,4.43,easily broken up,143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8087,39.50547
Reedsville,15,Willow,Control,10/28/2021,10/29/2021,0.6235,4.58,easily broken up,143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8089,39.50555
Reedsville,10,Willow,BioChar + Fertilizer,10/28/2021,10/29/2021,0.538,4.09,easily broken up,143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8083,39.50511
Reedsville,11,Willow,Fertilizer,10/28/2021,10/29/2021,0.556,4.21,easily broken up,143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8089,39.50565
Reedsville,12,Willow,Control,10/28/2021,10/29/2021,0.5955,4.3,easily broken up,143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8093,39.50579
Reedsville,22,Switchgrass,BioChar + Fertilizer,10/28/2021,10/29/2021,0.571,4.53,easily broken up,143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8084,39.50535
Reedsville,23,Switchgrass,Fertilizer,10/28/2021,10/29/2021,0.516,4.3,easily broken up,143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.808,39.50491
Reedsville,24,Switchgrass,Control,10/28/2021,10/29/2021,0.5125,4.29,easily broken up,143.0,0.102,132,2.12,11.7,0.945,0.404,12.9,0.945,-79.8091,39.50581
Reedsville,1,Switchgrass,Control,1/27/2022,1/28/2022,0.715,4.58,"easily broken up, few roots and leaves",50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8085,39.50557
Reedsville,2,Switchgrass,Fertilizer,1/27/2022,1/28/2022,0.466,4.5,"easily broken up, few roots and leaves",50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8077,39.50511
Reedsville,3,Switchgrass,BioChar + Fertilizer,1/27/2022,1/28/2022,0.457,4.6,"easily broken up, few roots and leaves",50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8082,39.50502
Reedsville,13,Willow,Fertilizer,1/27/2022,1/28/2022,0.4365,4.07,"easily broken up, few roots and leaves",50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8088,39.50556
Reedsville,14,Willow,BioChar + Fertilizer,1/27/2022,1/28/2022,0.417,4.43,easily broken up,50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8088,39.50542
Reedsville,15,Willow,Control,1/27/2022,1/28/2022,0.431,4.58,easily broken up,50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8093,39.506
Reedsville,10,Willow,BioChar + Fertilizer,1/27/2022,1/28/2022,0.529,4.09,easily broken up,50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8084,39.50539
Reedsville,11,Willow,Fertilizer,1/27/2022,1/28/2022,0.4495,4.21,easily broken up,50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8085,39.50538
Reedsville,12,Willow,Control,1/27/2022,1/28/2022,0.4585,4.3,easily broken up,50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8098,39.5061
Reedsville,22,Switchgrass,BioChar + Fertilizer,1/27/2022,1/28/2022,0.542,4.53,easily broken up,50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8093,39.5057
Reedsville,23,Switchgrass,Fertilizer,1/27/2022,1/28/2022,0.511,4.3,easily broken up,50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8091,39.50582
Reedsville,24,Switchgrass,Control,1/27/2022,1/28/2022,0.3995,4.29,easily broken up,50.7,0.000,266,1.12,-2.8,0.949,0.361,8.5,0.949,-79.8087,39.50566
Reedsville,1,Switchgrass,Control,4/28/2022,4/29/2022,0.8095,4.58,"easily broken up, few roots and leaves",561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8087,39.50552
Reedsville,2,Switchgrass,Fertilizer,4/28/2022,4/29/2022,0.7215,4.5,"easily broken up, few roots and leaves",561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8089,39.5056
Reedsville,3,Switchgrass,BioChar + Fertilizer,4/28/2022,4/29/2022,0.667,4.6,"easily broken up, few roots and leaves",561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8087,39.50535
Reedsville,13,Willow,Fertilizer,4/28/2022,4/29/2022,0.445,4.07,"easily broken up, few roots and leaves",561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8081,39.50519
Reedsville,14,Willow,BioChar + Fertilizer,4/28/2022,4/29/2022,0.559,4.43,easily broken up,561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8087,39.5056
Reedsville,15,Willow,Control,4/28/2022,4/29/2022,0.58,4.58,easily broken up,561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8086,39.5055
Reedsville,10,Willow,BioChar + Fertilizer,4/28/2022,4/29/2022,0.586,4.09,easily broken up,561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8091,39.50564
Reedsville,11,Willow,Fertilizer,4/28/2022,4/29/2022,0.6095,4.21,easily broken up,561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8097,39.50621
Reedsville,12,Willow,Control,4/28/2022,4/29/2022,0.5815,4.3,easily broken up,561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8092,39.50568
Reedsville,22,Switchgrass,BioChar + Fertilizer,4/28/2022,4/29/2022,0.5155,4.53,easily broken up,561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8096,39.50591
Reedsville,23,Switchgrass,Fertilizer,4/28/2022,4/29/2022,0.5885,4.3,easily broken up,561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8086,39.50525
Reedsville,24,Switchgrass,Control,4/28/2022,4/29/2022,0.497,4.29,easily broken up,561.0,0.000,20,1.77,7.1,0.504,0.350,8.6,0.504,-79.8095,39.50601
Reedsville,1,Switchgrass,Control,7/28/2022,7/29/2022,0.5255,4.06,"easily broken up, few roots and leaves",0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.809,39.50575
Reedsville,2,Switchgrass,Fertilizer,7/28/2022,7/29/2022,0.416,4.89,"easily broken up, few roots and leaves",0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.8094,39.50586
Reedsville,3,Switchgrass,BioChar + Fertilizer,7/28/2022,7/29/2022,0.4315,5.02,"easily broken up, few roots and leaves",0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.8086,39.50539
Reedsville,13,Willow,Fertilizer,7/28/2022,7/29/2022,0.462,5.09,"easily broken up, few roots and leaves",0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.8097,39.50599
Reedsville,14,Willow,BioChar + Fertilizer,7/28/2022,7/29/2022,0.4015,5.17,easily broken up,0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.809,39.50586
Reedsville,15,Willow,Control,7/28/2022,7/29/2022,0.427,4.76,easily broken up,0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.8093,39.50598
Reedsville,10,Willow,BioChar + Fertilizer,7/28/2022,7/29/2022,0.451,5,easily broken up,0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.8086,39.50541
Reedsville,11,Willow,Fertilizer,7/28/2022,7/29/2022,0.45,4.94,easily broken up,0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.809,39.50584
Reedsville,12,Willow,Control,7/28/2022,7/29/2022,0.4285,4.88,easily broken up,0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.808,39.50498
Reedsville,22,Switchgrass,BioChar + Fertilizer,7/28/2022,7/29/2022,0.4145,4.92,easily broken up,0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.8078,39.5051
Reedsville,23,Switchgrass,Fertilizer,7/28/2022,7/29/2022,0.4255,5.21,easily broken up,0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.8091,39.50564
Reedsville,24,Switchgrass,Control,7/28/2022,7/29/2022,0.354,5.08,easily broken up,0.0,0.136,130,0.46,22.1,95.72,0.394,21.0,0.9572,-79.8085,39.5055
Reedsville,1,Switchgrass,Control,10/27/2022,10/28/2022,0.471,4.06,"easily broken up, few roots and leaves",242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8098,39.50609
Reedsville,2,Switchgrass,Fertilizer,10/27/2022,10/28/2022,0.462,4.89,"easily broken up, few roots and leaves",242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8087,39.5055
Reedsville,3,Switchgrass,BioChar + Fertilizer,10/27/2022,10/28/2022,0.447,5.02,"easily broken up, few roots and leaves",242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8092,39.50564
Reedsville,13,Willow,Fertilizer,10/27/2022,10/28/2022,0.432,5.09,"easily broken up, few roots and leaves",242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8089,39.50577
Reedsville,14,Willow,BioChar + Fertilizer,10/27/2022,10/28/2022,0.6115,5.17,easily broken up,242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8082,39.50507
Reedsville,15,Willow,Control,10/27/2022,10/28/2022,0.4245,4.76,easily broken up,242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8081,39.5053
Reedsville,10,Willow,BioChar + Fertilizer,10/27/2022,10/28/2022,0.3595,5,easily broken up,242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8088,39.50566
Reedsville,11,Willow,Fertilizer,10/27/2022,10/28/2022,0.359,4.94,easily broken up,242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8087,39.50552
Reedsville,12,Willow,Control,10/27/2022,10/28/2022,0.358,4.88,easily broken up,242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8078,39.505
Reedsville,22,Switchgrass,BioChar + Fertilizer,10/27/2022,10/28/2022,0.46,4.92,easily broken up,242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8092,39.50596
Reedsville,23,Switchgrass,Fertilizer,10/27/2022,10/28/2022,0.482,5.21,easily broken up,242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8095,39.50578
Reedsville,24,Switchgrass,Control,10/27/2022,10/28/2022,0.3815,5.08,easily broken up,242.0,0.000,164,2.07,9.0,96.95,0.370,9.9,0.9695,-79.8077,39.5051
Reedsville,1,Switchgrass,Control,1/19/2023,1/20/2023,0.4655,4.06,"easily broken up, few roots and leaves",38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8086,39.50547
Reedsville,2,Switchgrass,Fertilizer,1/19/2023,1/20/2023,0.5445,4.89,"easily broken up, few roots and leaves",38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.809,39.50554
Reedsville,3,Switchgrass,BioChar + Fertilizer,1/19/2023,1/20/2023,0.471,5.02,"easily broken up, few roots and leaves",38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8079,39.50508
Reedsville,13,Willow,Fertilizer,1/19/2023,1/20/2023,0.4895,5.09,"easily broken up, few roots and leaves",38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8082,39.5052
Reedsville,14,Willow,BioChar + Fertilizer,1/19/2023,1/20/2023,0.3925,5.17,easily broken up,38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8081,39.50523
Reedsville,15,Willow,Control,1/19/2023,1/20/2023,0.4055,4.76,easily broken up,38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8088,39.5055
Reedsville,10,Willow,BioChar + Fertilizer,1/19/2023,1/20/2023,0.468,5,easily broken up,38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8095,39.50595
Reedsville,11,Willow,Fertilizer,1/19/2023,1/20/2023,0.558,4.94,easily broken up,38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8085,39.50524
Reedsville,12,Willow,Control,1/19/2023,1/20/2023,0.5495,4.88,easily broken up,38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8083,39.50544
Reedsville,22,Switchgrass,BioChar + Fertilizer,1/19/2023,1/20/2023,0.485,4.92,easily broken up,38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8096,39.50607
Reedsville,23,Switchgrass,Fertilizer,1/19/2023,1/20/2023,0.4745,5.21,easily broken up,38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8093,39.50594
Reedsville,24,Switchgrass,Control,1/19/2023,1/20/2023,0.4475,5.08,easily broken up,38.5,0.000,269,1.10,0.2,95.31,0.424,4.8,0.9531,-79.8079,39.50512
